,Description,NaceCode,Age,Number_of_Activities
420,Commerce de gros de vaisselle et de verrerie de ménage,51441,29.613513513513514,2609
421,Laboratoires médicaux,85141,29.604026845637584,417
422,Commerce de gros de produits chimiques,51550,29.591170825335894,1342
423,"Commerce de détail spécialisé de papiers peints, de revêtements de murs et de sols",52486,29.582763337893297,1632
424,Fabrication d'instruments d'optique et de matériel photographique,33402,29.582089552238806,188
425,"Commerce de gros d'appareils électroménagers, de radio et de télévision",51430,29.56265854895992,5072
426,"Commerce de détail de quincaillerie, peintures, matériaux de construction et verre (y compris les bricocenters) avec une surface de vente de plus de 400 m2.",52462,29.550328227571114,2009
427,Fabrication de produits abrasifs,23910,29.545454545454547,118
428,Imprimerie de journaux,22210,29.538931297709922,2784
429,Cafés et bars,55401,29.529686457638427,12869
430,Commerce de gros de fournitures et équipements pour plomberie et chauffage,51542,29.504725897920604,1430
431,Banques centrales,65110,29.5,65
432,"le montage de menuiseries extérieures et intérieures:portes, fenêtres, escaliers, placards, cuisines équipées, équipements pour magasins, dormants de portes et fenêtres, etc.",4542101,29.5,6890
433,Fabrication de carrosseries et remorques,34201,29.49875311720698,738
434,Vitrerie,45442,29.48427672955975,2204
435,Pratique médicale,85120,29.463140234876146,19993
436,Autre imprimerie,22220,29.409116488463702,8170
437,Fabrication de lampes,31501,29.36,80
438,"Taille, façonnage et finissage de pierres ornementales et de construction",26700,29.35300794551646,3620
439,"Commerce de gros de café, thé, cacao, épices",51370,29.322097378277153,1499
440,"Commerce de gros de fournitures et d'équipements divers pour l'industrie et de matériels de transport autres que les véhicules automobiles, les cycles et les motocycles",51872,29.320924261874197,2234
441,Supermarchés (surface de vente entre 400 et moins de 2.500 m2),52114,29.27672955974843,2551
442,Salons de coiffure,93021,29.233011354007797,23241
443,Enseignement primaire ordinaire communautaire,85201,29.214285714285715,1417
444,Fabrication d'objets divers en bois,20510,29.208333333333332,2376
445,"Commerce de gros d'articles de sport et de camping, de cycles et de leurs pièces et accessoires, de jeux et de jouets",51476,29.196588868940754,4433
446,Pharmacies,52310,29.167098703888335,9228
447,Exploitation d'autres installations sportives,92613,29.157099697885197,1941
448,Fabrication de panneaux de bois,20200,29.149732620320854,1436
449,"Chocolaterie, confiserie",15840,29.148211243611584,918
450,"Commerce de gros d'appareils photographiques, cinématographiques et d'autres articles d'optique",51473,29.092178770949722,756
451,Élevage de poules,01241,29.073076923076922,1119
452,Enseignement maternel ordinaire libre subventionné,85104,29.047619047619047,978
453,Préparation et filature de fibres de type lainier - cycle cardé,17120,29.04524886877828,1134
454,Fabrication de fûts et emballages similaires en métaux,28710,29.041666666666668,93
455,Autre manutention,63112,29.027837259100643,1295
456,"Commerce de détail spécialisé de matériel photographique, optique et de pécision",52485,29.002683843263554,4179
457,"Vente au comptoir ou par téléphone, fax, internet d'aliments et de boissons : établissements de restauration rapide (snack-bars, sandwiches-bars, etc.)",5610201,29.0,23491
458,Commerce de gros de fournitures et d'équipements divers pour l'industrie n.d.a.,51652,29.0,115
459,"Fabrication d'appareils autres qu'électriques pour la mesure, la vérification, le contrôle et la navigation",33202,29.0,100
460,Fabrication de pâte à papier,21110,29.0,26
461,Production d'électricité,40110,28.9873417721519,338
462,Crédit-bail,64910,28.979545454545455,4843
463,"Magasins-dépôts pour le nettoyage des vêtements, linges et autres textiles des particuliers",93013,28.9618320610687,285
464,Fabrication de caravanes et similaires,34202,28.928571428571427,68
465,Aquaculture,05020,28.881818181818183,175
466,Entretien et réparation de véhicules automobiles,50200,28.82063424947146,50186
467,Fabrication de colorants et de pigments,20120,28.814814814814813,90
468,Activités de soins résidentiels pour adultes avec un handicap mental,87202,28.8125,1534
469,"Salons-lavoirs, blanchisseries, services de nettoyage de vêtements, linges et autres textiles pour particuliers",93012,28.791187739463602,754
470,Commerce de gros de fournitures et d'équipements divers pour le commerce et les services n.d.a.,51873,28.742914979757085,2090
471,Location et exploitation de logements sociaux,68202,28.722166499498496,10212
472,Recherche et développement en sciences physiques et naturelles,73100,28.71206225680934,1142
473,Autres intermédiations monétaires,65120,28.688327316486163,3034
474,Attractions foraines,92331,28.686781609195403,1761
475,"Commerce de détail d'appareils électroménagers, de radio et de télévision",52450,28.669384902143523,13200
476,"Organisation de marchés particuliers divers, y compris les marchés aux puces et brocantes",74871,28.660818713450293,547
477,"Location de vaisselle, couverts, verrerie, articles pour la cuisine et la table, appareils électriques et électroménagers, etc.",71404,28.640226628895185,818
478,"Activités d'organismes publics relatives aux soins de santé, à l'environnement, à l'enseignement, à la culture et aux autres matières sociales",75120,28.61111111111111,484
479,Autres commerces de détail en magasins non spécialisés (sans prédominance alimentaire et surface de vente inférieure à 2.500 m2),52122,28.58273381294964,1598
480,Fabrication de coffres-forts,28753,28.571428571428573,79
481,"Location d'immeubles non résidentiels, y compris les salles d'exposition",70203,28.52956899432008,9078
482,Pêche,05010,28.513698630136986,183
483,Édition de revues et périodiques,22130,28.503529411764706,955
484,Location de véhicules automobiles,71100,28.500375093773442,3673
485,Commerce de détail d'antiquités,52501,28.469487388120424,2470
486,Fabrication de machines-outils à moteur incorporé ou pneumatiques,29410,28.428571428571427,78
487,"Biscotterie et biscuiterie, patisserie de conservation",15820,28.425641025641024,673
488,Commerce de gros d'autres produits intermédiaires n.d.a.,51562,28.416184971098264,550
489,Tissage de type cotonnier,17210,28.39779005524862,2084
490,Autres auxiliaires d'assurances,67203,28.375,1480
491,Récupération de matières non métalliques recyclables,37200,28.372602739726027,672
492,Commerce de gros de viande de volailles et de gibiers,51322,28.360655737704917,690
493,Autres commerces de gros d'articles de consommation n.d.a.,51478,28.35109926715523,3450
494,Commerce de détail spécialisé d'articles de droguerie et de produits d'entretien,52488,28.34906695938529,7448
495,Autres activités d'édition,22150,28.313333333333333,1404
496,Activités des organisations patronales et économiques,94110,28.28609271523179,2936
497,Fabrication d'articles de sport,36400,28.28395061728395,343
498,Commerce de gros de pièces détachées et accessoires pour véhicules automobiles,50301,28.283408650742416,6612
499,Commerce de détail spécialisé d'horlogerie et de bijouterie,52484,28.28270509977827,5211
500,Fabrication d'autres vêtements et accessoires n.d.a.,18244,28.274725274725274,594
501,"Commerce de gros de céréales, semences et aliments pour le bétail",51210,28.25876726886291,10620
502,Production de vin,15930,28.25,123
503,Culture de fleurs,01122,28.24824355971897,2078
504,Fabrication d'appareils ménagers non électriques,29720,28.232558139534884,281
505,"Commerce de gros de poissons, crustacés et coquillages",51381,28.2,1145
506,Octroi de crédit hypothécaire,64922,28.171875,2459
507,Fabrication de produits azotés associés aux engrais,24152,28.166666666666668,25
508,Commerce de gros de maroquinerie et d'articles de voyage,51477,28.143396226415096,4058
509,Services sociaux généraux avec hébergement,87902,28.135483870967743,623
510,Fabrication d'appareils d'éclairage,31502,28.11294117647059,657
511,Fabrication d'appareils de pesage,29242,28.09090909090909,71
512,Fabrication de préparations homogénéisées et d'aliments diététiques,15880,28.08955223880597,118
513,Fabrication de chaises et de sièges d'ameublement et de bureau,36111,28.088797814207652,1404
514,Commerce de détail de chaussures,52431,28.084065934065933,9828
515,"Fabrication de nettoyeurs à haute pression, matériel industriel de nettoyage au sable et similaires",29246,28.071428571428573,38
516,Activités des maisons de repos pour personnes âgées (M.R.P.A.),87301,28.07051282051282,2906
517,"Commerce de détail de livres, journaux et papeterie",52470,28.043198529411764,9685
518,Pratique dentaire,85130,28.019749518304433,4885
519,Comptables,74121,28.014443607133884,10064
520,Enseignement secondaire professionnel ou technique international,80225,28.0,5
521,"l'organisation de noces, banquets, cocktails, buffets, lunches et réceptions diverses",5552202,28.0,1752
522,les autres commerces de détail alimentaires en magasins spécialisés n.d.a.,5227204,28.0,1698
523,Commerce de détail de produits laitiers et oeufs,52271,28.0,5202
524,Commerce de gros de machines et matériel de bureau,51640,28.0,2067
525,Commerce de plats cuisinés frais et prêts à emporter,4638902,28.0,1764
526,Fabrication d'articles chaussants à mailles,17710,28.0,63
527,Émission de programmes de télévision,92203,27.956521739130434,230
528,Activités de clubs de football,93121,27.94241645244216,3009
529,Réparation d'appareils électriques à usage domestique,52720,27.92820945945946,6169
530,Auto-écoles,80411,27.92411924119241,596
531,Commerce de détail spécialisé d'articles de sport et de matériel de camping,52482,27.916233766233766,5115
532,Commerce de gros de parfumerie et de produits de beauté,51450,27.903387703889585,4945
533,Déménagement,60241,27.903225806451612,2640
534,Fabrication de serrures et de ferrures,28630,27.890350877192983,472
535,"Fabrication d'appareils de projection, y compris les extincteurs",29243,27.875,54
536,Fabrication de tapis et de moquettes,13930,27.861344537815125,1075
537,Commerce de gros de chaussures,51422,27.857456140350877,3251
538,"Construction d'autoroutes, de routes, d'aérodromes et d'installations sportives",45230,27.843832020997375,6560
539,Commerce de gros d'autres machines et équipements de bureau,51850,27.83417813178856,2578
540,Construction de maisons individuelles,45211,27.794825954359027,13975
541,"Commerce de gros d'aliments pour le bétail et de produits agricoles, assortiment général",46216,27.755184331797235,5667
542,Fabrication d'appareils de filtrage,29245,27.75,83
543,Exploitation forestière,02012,27.739106453392168,3913
544,"Exploitation d'infrastructures de plage, de bicyclettes, pédalos, poneys et similaires",92723,27.733009708737864,312
545,Boulangeries et/ou pâtisseries artisanales,15812,27.659007352941178,6171
546,Traitement et revêtement des métaux,28510,27.645687645687644,895
547,"Location de textiles, d'habillement et de chaussures",71405,27.602941176470587,383
548,Fabrication de préparations surgelées à base de pommes de terre,10312,27.59090909090909,220
549,Recouvrement de factures et évoluation de la solvabilité,74873,27.589403973509935,300
550,Parcs d'attractions,92332,27.566666666666666,106
551,"Hôtels et motels, sans restaurant",55102,27.560646900269543,665
552,Location de terres et terrains,70204,27.536873156342182,4460
553,"Exploitation de salles de théâtre, de concert et similaires",92321,27.50542299349241,806
554,Fabrication d'aliments pour animaux de ferme,10910,27.50497512437811,1112
555,Confection d'autres articles en textile,17402,27.495555555555555,739
556,Fabrication de composants électroniques,32100,27.460122699386503,306
557,Autre entreposage,63122,27.45683930942895,1732
558,Fabrication de parfums et de produits pour la toilette,24520,27.406698564593302,1090
559,Bureau d'étude de marché,74131,27.40541825095057,15479
560,Fabrication de moules et modèles,29563,27.4,97
561,Confection sur mesure,18222,27.354545454545455,691
562,Autres activités d'administration n.d.a.,74835,27.333333333333332,181
563,Commerce de gros de produits à base de pommes de terre,51382,27.319444444444443,248
